Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.63.161.135-35.244.233.98-53237-443-17,10.63.161.135,53237,35.244.233.98,443,17,16/10/2024 02:35:50 PM,12757477,538,2675,297334.0,3048820.0,1252.0,31.0,552.6654275092936,567.2112113171407,1252.0,26.0,1139.7457943925235,320.7051161983416,262289.6361090833,251.85230590656758,3971.8172478206684,64018.98758994586,2109766.0,-4.0,1.2754236E7,23750.905027932975,155244.0993979509,2109766.0,6.0,1.2752686E7,4769.142109199699,70294.11110961299,2112762.0,0.0,0,0,0,0,4304,21400,42.17134782998237,209.6809580765852,26.0,1252.0,1041.5077784691973,432.9338046528425,187431.6792111856,0,0,0,0,0,0,0,0,4.0,1041.8319327731092,552.6654275092936,1139.7457943925233,0,0,0,0,803,475525,0,92,0,948,0,0,537,8,0,0,0,0,1.7290893529484402E15,2829805.312336307,1.729089363479587E15,1.729089350722272E15,No Label
10.63.161.135-8.8.8.8-43320-53-17,10.63.161.135,43320,8.8.8.8,53,17,16/10/2024 02:35:49 PM,6601,2,2,56.0,137.0,28.0,28.0,28.0,0.0,93.0,44.0,68.5,34.64823227814083,29237.99424329647,605.9687926071807,2200.333333333333,2589.0543318619893,5055.0,4.0,4.0,4.0,0.0,4.0,4.0,5055.0,5055.0,0.0,5055.0,5055.0,0,0,0,0,16,16,302.98439630359036,302.98439630359036,28.0,93.0,44.2,28.146047679914137,792.2,0,0,0,0,0,0,0,0,1.0,55.25,28.0,68.5,0,0,0,0,4,29237,0,14,0,34,0,0,1,8,0,0,0,0,1.7290893498128745E15,2486.894549433088,1.729089349814633E15,1.729089349811116E15,No Label
10.63.161.135-172.217.167.67-34881-443-17,10.63.161.135,34881,172.217.167.67,443,17,16/10/2024 02:35:52 PM,102782,17,10,2011.0,6466.0,1252.0,31.0,118.2941176470588,293.05860435795995,1252.0,26.0,646.6000000000001,563.3880052365727,82475.53073495359,262.6919110350061,3953.153846153847,9987.400777749164,46162.0,0.0,102782.0,6423.875,12243.955917785175,46162.0,5.0,100681.0,11186.777777777777,30706.82154578107,92988.0,0.0,0,0,0,0,136,80,165.39861065167054,97.2933003833356,26.0,1252.0,347.4642857142856,503.1978097272341,253208.03571428568,0,0,0,0,0,0,0,0,0.0,360.3333333333333,118.29411764705883,646.6,0,0,0,0,27,82475,0,74,0,239,0,0,16,8,0,0,0,0,1.729089352584716E15,39011.14346599472,1.729089352616122E15,1.729089352513651E15,No Label
10.63.161.135-8.8.8.8-52788-53-17,10.63.161.135,52788,8.8.8.8,53,17,16/10/2024 02:35:49 PM,1022,2,2,84.0,272.0,42.0,42.0,42.0,0.0,167.0,105.0,136.0,43.840620433565945,348336.5949119374,3913.894324853229,340.66666666666663,584.8635168424624,1016.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,16,1956.9471624266146,1956.9471624266146,42.0,167.0,79.6,55.9580199792666,3131.3,0,0,0,0,0,0,0,0,1.0,99.5,42.0,136.0,0,0,0,0,4,348336,0,21,0,68,0,0,1,8,0,0,0,0,1.729089349403139E15,714.177848998413,1.729089349403644E15,1.729089349402634E15,No Label
10.63.161.135-8.8.8.8-34102-53-17,10.63.161.135,34102,8.8.8.8,53,17,16/10/2024 02:35:49 PM,2978,2,2,108.0,348.0,54.0,54.0,54.0,0.0,211.0,137.0,174.0,52.32590180780452,153122.90127602417,1343.183344526528,992.6666666666666,898.376498653729,1759.0,4.0,4.0,4.0,0.0,4.0,4.0,1215.0,1215.0,0.0,1215.0,1215.0,0,0,0,0,16,16,671.591672263264,671.591672263264,54.0,211.0,102.0,70.74249076757194,5004.5,0,0,0,0,0,0,0,0,1.0,127.5,54.0,174.0,0,0,0,0,4,153122,0,27,0,87,0,0,1,8,0,0,0,0,1.729089349448219E15,381.8376618407357,1.729089349448489E15,1.729089349447949E15,No Label
10.63.161.135-8.8.8.8-46996-53-17,10.63.161.135,46996,8.8.8.8,53,17,16/10/2024 02:35:52 PM,3108,1,1,38.0,95.0,38.0,38.0,38.0,0.0,95.0,95.0,95.0,0.0,42792.79279279279,643.5006435006435,3108.0,0.0,3108.0,3108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,321.75032175032175,321.75032175032175,38.0,95.0,57.0,32.90896534380867,1083.0,0,0,0,0,0,0,0,0,1.0,85.5,38.0,95.0,0,0,0,0,0,0,0,19,0,47,0,0,0,8,0,0,0,0,0,0,0,0,No Label
10.63.161.135-8.8.8.8-52174-53-17,10.63.161.135,52174,8.8.8.8,53,17,16/10/2024 02:35:50 PM,6344,2,2,66.0,110.0,33.0,33.0,33.0,0.0,61.0,49.0,55.0,8.48528137423857,27742.749054224463,630.517023959647,2114.666666666667,2251.3463379349996,4485.0,5.0,5.0,5.0,0.0,5.0,5.0,4485.0,4485.0,0.0,4485.0,4485.0,0,0,0,0,16,16,315.2585119798235,315.2585119798235,33.0,61.0,41.8,12.77497553813705,163.2,0,0,0,0,0,0,0,0,1.0,52.25,33.0,55.0,0,0,0,0,4,27742,0,16,0,27,0,0,1,8,0,0,0,0,1.729089350726154E15,1863.9334752077393,1.729089350727472E15,1.729089350724836E15,No Label
10.63.161.135-8.8.8.8-54771-53-17,10.63.161.135,54771,8.8.8.8,53,17,16/10/2024 02:35:50 PM,6412,1,1,40.0,97.0,40.0,40.0,40.0,0.0,97.0,97.0,97.0,0.0,21366.188396756083,311.91515907673113,6412.0,0.0,6412.0,6412.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,155.95757953836556,155.95757953836556,40.0,97.0,59.0,32.90896534380867,1083.0,0,0,0,0,0,0,0,0,1.0,88.5,40.0,97.0,0,0,0,0,0,0,0,20,0,48,0,0,0,8,0,0,0,0,0,0,0,0,No Label
10.63.161.135-8.8.8.8-40898-53-17,10.63.161.135,40898,8.8.8.8,53,17,16/10/2024 02:36:00 PM,6242,1,1,57.0,150.0,57.0,57.0,57.0,0.0,150.0,150.0,150.0,0.0,33162.44793335469,320.41012495994875,6242.0,0.0,6242.0,6242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,160.20506247997437,160.20506247997437,57.0,150.0,88.0,53.693575034635195,2883.0,0,0,0,0,0,0,0,0,1.0,132.0,57.0,150.0,0,0,0,0,0,0,0,28,0,75,0,0,0,8,0,0,0,0,0,0,0,0,No Label
10.63.161.135-8.8.8.8-57803-53-17,10.63.161.135,57803,8.8.8.8,53,17,16/10/2024 02:35:48 PM,1131,2,2,84.0,318.0,42.0,42.0,42.0,0.0,165.0,153.0,159.0,8.48528137423857,355437.66578249336,3536.6931918656055,377.0,599.7307729306543,1069.0,8.0,8.0,8.0,0.0,8.0,8.0,54.0,54.0,0.0,54.0,54.0,0,0,0,0,16,16,1768.3465959328028,1768.3465959328028,42.0,165.0,88.8,64.22382735402803,4124.7,0,0,0,0,0,0,0,0,1.0,111.0,42.0,159.0,0,0,0,0,4,355437,0,21,0,79,0,0,1,8,0,0,0,0,1.7290893489257655E15,712.0565286548533,1.729089348926269E15,1.729089348925262E15,No Label
